"CRASH_ID","DAMAGED_PROPERTY"
14957630,"LIGHT POLE # 448159"
14957666,"FENCE"
14957698,"METAL BARRIER"
14957719,"GRASS/DIRT BURM DAMAGE"
14957806,"FENCE DAMAGE"
14957822,"STREET LIGHT SOUTH SIDE OF ELDRIDGE PKWY"
14957824,"BUS STOP SIGN"
14957824,"RESIDENCE ROCK WALL"
14957824,"UNDERGROUND ELECTRIC BOX COVER"
14957830,"UTILITY POLE - COSMETIC DAMAGE ONLY"
14957867,"DRAIN CULVERT"
14957871,"PSTURE FENCE"
14957919,"INTERSTATE SIGN"
14957919,"VIA BUS BENCH"
14957922,"FENCE"
14957935,"CURB"
14957984,"100FT CHAINLINK FENCE 3 HEADSTONE"
14957992,"DAMAGED GUARD RAIL AND 2 TEMP BARRIERS"
14958005,"GUARD RAIL"
14958008,"168' OF METAL GUARDRAIL W/ WOOD POSTS"
14958008,"UNDERGROUND ELECTRIC BOX AND POSTS"
14958140,"TXDOT TRAFFIC SIGN"
14958173,"DIRECTIONAL SIGN"
14958237,"SIGN (COST TO REPLACE $5000.00)"
14958448,"GUARD RAIL"
14958464,"PANEL WIRE FENCE"
14958513,"STREET LIGHT POLE"
14958516,"ROCKWALL/HOUSE"
14958607,"GUARDRAIL DAMAGED"
14958655,"UTILITY POLE"
14958675,"UTILITY POLE"
14958675,"PIPE FENCE"
14958678,"60 FT SECTION CHAIN LINK FENCE"
14958679,"MAILBOX AND LANDSCAPE"
14958679,"CEDAR FENCE"
14958683,"PIPE TOP RAIL FENCE"
14958702,"BARBED-WIRE FENCE"
14958731,"DAMAGED FENCE"
14958731,"DAMAGED FENCE"
14958732,"GUARDRAIL DAMAGE"
14958773,"APPROX 70-80 FEET OF FENCE DAMAGE"
14958923,"STOP SIGN AT CROSSOVER"
14958929,"FENCE AND POSTS"
14958944,"PARKED BICYCLE"
14958944,"FRONT BUILDING WALL"
14959025,"APPR. 15 YARDS OF WOODEN FENCE"
14959033,"STOP SIGN"
14959071,"METAL FENCE"
14959073,"WOODEN FENCE"
14959087,"CABLE GUARD WIRE"
14959088,"LIGHT POLE"
14959104,"BRICK MAIL BOX"
14959118,"GUARD RAIL"
14959146,"COUNTY GUARD RAIL"
14959209,"TREE"
14959225,"GUARD RAIL"
14959288,"LIGHT POLE ( 18,000)"
14959299,"LARGE TWO POST ROADSIGN"
14959313,"WATER MAIN"
14959329,"METAL GATE"
14959350,"SMALL TREE & SPEED LIMIT SIGN"
14959350,"BRICK WALL"
14959381,"TELEPHONE POLE"
14959390,"FIRE HYDRANT"
14959411,"""SH-6/FM-2"" ROAD SIGN"
14959425,"TREE / GROUND"
14959429,"CONCRETE WALL"
14959456,"ROAD SIGN"
14959473,"BUILDING/FENCE/PIPING/GREASE TRAP"
14959476,"CRASH CUSHION"
14959510,"FENCE AND POST"
14959515,"STOP SIGN"
14959524,"FENCE"
14959550,"BRIDGE GUARDRAIL"
14959574,"WOODEN POLE"
14959592,"CONCRETE DRAINAGE CULVERT"
14959621,"FENCE"
14959621,"POWER POLE"
14959632,"FENCE"
14959634,"MINOR SCRAPES TO BARRIER"
14959652,"FENCE"
14959664,"CENTER CONCRETE MEDIAN"
14959665,"BARBED WIRE FENCE"
14959729,"CITY LIGHT POLE #1232"
14959729,"TREE"
14959754,"6 CABLE BARRIER SUPPORTS"
14959810,"GUARDRAIL DAMAGE"
14959815,"SPEED LIMIT SIGN"
14959825,"SPEEDING SIGN"
14959831,"APPROXIMATELY 150' OF BARBED WIRE FENCE"
14959883,"DAMAGED POWER POLE"
14959885,"CONCRETE RETAINING WALL"
14959895,"LIGHT POLE AND OVERHEAD STREET LIGHT"
14959936,"FIRE HYDRANT"
14959984,"DAMAGED WOODEN POWER POLE"
14960014,"FENCE DAMANGE"
14960047,"WALL"
14960097,"LAWN RUTTED"
14960116,"CONCRETE BARRIER"
14960155,"GUARDRAIL"
14960169,"EXIT GATE"
14960204,"DAMAGE TO MAILBOX"
14960415,"ATTIC ANTIQUES SIGN"
14960524,"LIGHT POLE"
14960527,"GAYLORD PKWY/WARREN PKWY EXIT SIGN"
14960527,"ROADWAY WARNING SIGN"
14960527,"GUARD RAIL DAMAGE"
14960527,"PAINT TRANSFER ONTO CONCRETE WALL"
14960549,"PIPE FENCE"
14960581,"FENCE"
14960582,"ARROW BOARD"
14960689,"TWO TREES"
14960707,"GAURDRAIL EXTRUDER"
14960718,"DAMAGE TO BUSHES AND TOWING SIGN"
14960730,"STREET SIGNS"
14960748,"CROSSWALK SIGNAL"
14960754,"MAILBOX/FLAG POLE"
14960766,"GUARD RAIL"
14960782,"OUTSIDE RAILING"
14960806,"CINDER BLOCK WALL"
14960841,"RAIL DAMAGE"
14960842,"ELECTRIC POLE"
14960862,"ELECTRICAL GUIDE WIRE"
14960862,"IRON FENCE"
14960895,"SIGNAL LIGHT POLE"
14960897,"ELECTRICAL POLE"
14960899,"CONCRETE CULVERT"
14960926,"SCUFFS ON CONCRETE CENTER DIVIDER"
14960934,"ADVISORY SIGN"
14960934,"CULVERT"
14960949,"THREE (3)WIRE CABLE SUPPORT POLE"
14960983,"GUARD RAIL"
14961014,"CITY STOP SIGN-- CLUB CREEK AND WOODFAIR"
14961015,"NO PARKING SIGN"
14961016,"LIGHT POLE # 547866"
14961172,"STREET SIGN"
14961207,"FENCE"
14961217,"UTILITY POLE"
14961227,"TRAFFIC LIGHT POLE"
14961247,"BUILDING"
14961283,"COLUMN"
14961297,"POWER POLE"
14961297,"FENCE"
14961304,"RETENTION WALL DAMAGE"
14961337,"WOODEN FENCE"
14961352,"CHAIN LINK METAL FENCE"
14961352,"STOP SIGN"
14961389,"UTILITY POLE TELEPHONE CO."
14961410,"ONE WAY SIGN"
14961413,"CONCRETE BARRIER, MINOR"
14961416,"CABLE BARRIERS"
14961450,"FENCE"
14961455,"STREET SIGN"
14961479,"BARBED WIRE FENCE"
14961499,"MAIL BOX"
14961500,"STRUCTURAL DAMAGE TO RESIDENCE"
14961523,"GUARDRAIL"
14961553,"UTILITY POLE"
14961566,"SIGN"
14961566,"FENCE"
14961580,"STREET WARNING SIGN"
14961631,"SCHOOL SPEED LIMIT 20 SIGN"
14961635,"POWER POLE"
14961674,"SIGNAL LIGHT POLE #RZ0740"
14961676,"FENCE"
14961682,"65 FEET OF METAL GUARD RAIL"
14961846,"CONCRETE BARRIER"
14961846,"GUARDRAIL"
14961858,"TELEPHONE JUNCTION BOX"
14961865,"METAL TURN SIGN"
14961905,"YARD ROCK"
14961909,"CROSSWALK SIGNAL LIGHT"
14961937,"UTILITY POLE"
14962043,"SCUFFS & SCRAPES TO JERSEY BARRIER WALL"
14962059,"FIRE HYDRANT"
14962075,"ELECTRICAL POLE"
14962075,"FRONT LAWN"
14962086,"STREET LIGHT POLE X 1"
14962095,"WOOD 6FT PRIVACY FENCE"
14962095,"STONE LANDSCAPING"
14962096,"YIELD SIGN"
14962154,"CONCRETE WALL"
14962190,"FENCE"
14962205,"WRECKED PORTABLE SIGNAL LIGHT"
14962286,"CONCRETE BARRIER"
14962288,"ELECTRICAL POLE"
14962288,"GUTTER"
14962315,"BROKEN GUARDRAIL"
14962318,"JERSEY BARRIER"
14962328,"T-POST FENCE"
14962328,"STREET SIGN"
14962328,"TELEPHONE POLE"
14962343,"JERSEY WALL"
14962345,"LAWN"
14962345,"LAWN"
14962349,"POWER POLE"
14962362,"DECORATIVE LIGHT POLE"
14962363,"MAILBOX"
14962379,"LIGHT POLE 4031762/3685411"
14962382,"CONCRETE PILLLAR"
14962385,"GUARD RAIL"
14962398,"METAL FENCE"
14962409,"FENCE"
14962416,"CULVERT"
14962416,"FENCE WIRE"
14962489,"ELECTRIC POLE"
14962489,"MAIL BOX"
14962530,"STREET SIGN AND POLE"
14962534,"SCRAPES AND MARKS ON CONCRETE BARRICADE"
14962561,"STREET SIGN"
14962658,"FIRE HYDRANT"
14962721,"SIGN AND SIGN POST"
14963002,"CONTINUATOR"
14963060,"NO LEFT TURN SIGN"
14963072,"LIGHT POLE REMOVED FROM GROUND"
14963078,"GUARDRAIL DAMAGED"
14963194,"WIRE FENCE"
14963205,"METAL GUARDRAIL"
14963206,"MERGE SIGN"
14963208,"CABLE BARRIER POST"
14963210,"WOODEN FENCE"
14963240,"HOUSE AND FENCE"
14963254,"15' CHAINLINK FENCE"
14963269,"LANDSCAPING SCRUBS"
14963333,"GUARD RAIL"
14963369,"GUARD RAIL"
14963369,"LIGHT STANDARD"
14963371,"RAIL ROAD CROSSING ARMS"
14963371,"DOT 672929L"
14963372,"CONCRETE RAILING"
14963390,"5 FT PAINT TRANFER CONCRETE WALL"
14963393,"3 FT PAINT TRANSFER"
14963396,"TREES AND GRASS"
14963396,"BTU POWER POLE"
14963400,"25 FT GUARD RAIL,  2 POST, SKT SYSTEM"
14963416,"PIPE FENCE"
14963416,"RAILROAD SWITCH & TIES"
14963416,"BARB WIRE FENCE"
14963439,"WIRE FENCE"
14963449,"TRASH DUMPSTER / FENCE POST"
14963451,"STOP SIGN BROKEN"
14963452,"STONE SIGN"
14963516,"GUARD RAIL"
14963538,"FRONT FENDER DAMAGE"
14963577,"GUARD RAIL"
14963611,"WOODEN LIGHT POLE"
14963623,"SAFETY CABLE BARRIER SYSTEM"
14963665,"METAL FENCE"
14963700,"STREET SIGN"
14963714,"36 FT  TRAFFIC CUSHION"
14963718,"END OF WORK ZONE SIGN"
14963725,"UTILITY POLE"
14963725,"BARB WIRE FENCE"
14963728,"PHONE BOX"
14963770,"GUARD RAIL"
14963775,"BROKEN LIGHT POLE"
14963801,"GUARDRAIL"
14963804,"GUARD RAIL"
14963810,"WOODEN FENCE"
14963811,"TREE"
14963821,"MAILBOX"
14963833,"BARBED WIRE FENCE"
14963840,"ALUMINUM FENCE"
14963843,"GUARDRAIL"
14963873,"(20) ROSES"
14963873,"(4) YARDS OF MULCH"
14963873,"(4) SPRINKLER HEADS"
14963892,"DAMAGE TO RESIDENCE"
14963892,"STRUCTURAL DAMAGE TO RESIDENCE"
14963915,"BARBED WIRE FENCE"
14963972,"METAL FENCING"
14964011,"APPROX. 40FT. FENCING"
14964014,"SMALL TREE"
14964046,"CABLE BARRIER SYSTEM POLE"
14964110,"STOP SIGN"
14964131,"FENCE"
14964143,"ELECTRIC POLE #25251"
14964143,"BARBED WIRE FENCE"
14964178,"10' ROCK WALL 2' HIGH"
14964285,"GUARD FENCE"
14964286,"TREE"
14964286,"BRICK WALL"
14964316,"GRASS DAMAGE"
14964316,"TREE KNOCKED OVER"
14964334,"EXIT RAMP CRASH BARRICADE"
14964390,"LANDSCAPING AND WATER SYSTEM"
14964390,"FENCING"
14964390,"FENCING AND GAS LINE"
14964404,"40-50 FEET OF ROD IRON FENCE"
14964417,"CABLE BARRIER AND POSTS"
14964418,"SIGN"
14964420,"100 FEET OF INTERSTATE GUARD WIRE"
14964430,"FENCE"
14964466,"GUARDRAIL DAMAGE"
14964479,"CRAPE MYRTLE"
14964484,"ROCK WALL"
14964488,"ROAD SIGN"
14964488,"CONTROL BOX FOR TRAFFIC LIGHT"
14964514,"METAL GUARDRAIL"
14964521,"DECORATIVE TREE AND LANDSCAPING ELEMENTS"
14964558,"FIRE HYDRANT"
14964558,"LIGHT POLE/TRANSFORMER"
14964576,"FENCE"
14964627,"SOLAR PANEL"
14964692,"METAL POLES"
14964814,"LIGHT POLE"
14964881,"FIXED OBJECTS ( SHRUBS AND WATER PIPE)"
14964917,"GUY POLE"
14964947,"CONCRETE BARRIER"
14964954,"LIGHT POLE 39660643539999"
14964954,"LEASING SIGN"
14964954,"BUSHES/TREES"
14964984,"STOP SIGN"
14965075,"MEDIAN CABLE"
14965081,"FENCE"
14965089,"GUARDRAIL"
14965090,"FENCE LINE"
14965116,"10FT OF FENCE, 1 X FENCE POST"
14965176,"WIRE FENCE AND POSTS"
14965191,"FRONT ENTRANCE"
14965214,"PROPERTY FENCE"
14965222,"PRIVATE FENCE"
14965331,"APP. 10FT OF A 2FT ROCKWALL"
14965348,"BRICK MAILBOX"
14965409,"DAMAGE TO TREE"
14965438,"CHAIN LINK FENCE"
14965481,"FENCE POSTS/ FENCE"
14965488,"CHAIN LINK FENCE"
14965502,"TREE HIT"
14965517,"IRON PILLAR, PLANTS, HOME FOUNDATION"
14965591,"MAILBOX"
14965615,"FENCE MINOR DAMAGE"
14965632,"5 FT TELEPHONE POLE"
14965638,"LIGHT POLE #610911"
14965638,"METRO SIGN"
14965647,"CONCRETE BARRIER"
14965648,"CONCRETE BARRIER"
14965652,"FENCE"
14965652,"FENCE POSTS"
14965668,"RESIDENCE GARAGE"
14965687,"CONCRETE BARRIER"
14965705,"LIGHT POLE"
14965735,"MAILBOX"
14965744,"MEDIAN CABLE WIRE"
14965807,"FREEWAY CEMENT MEDIAN"
14965818,"HWY 114 SIGN"
14965855,"TELEPHONE POLE"
14965855,"30 FEET OF WIRE FENCE"
14965948,"ONCOR LIGHT POLE #20/223236 AND BOX"
14965980,"PAINT TRANSFER TO CEMENT BARRIER"
14966112,"LARGE ROAD SIGN"
14966115,"FENCE"
14966125,"CONCRETE WALL"
14966142,"WOODEN POWER POLE"
14966142,"BARBEDWIRE FENCING"
14966151,"FENCE"
14966162,"FENCE"
14966175,"FENCE"
14966198,"WHITE REFLECTIVE POST"
14966284,"40 FEET OF A CRASH CUSHION"
14966411,"TREE DAMAGED"
14966411,"IRRIGATION CONTROL MODULE DAMAGED"
14966411,"LIGHT POLE DAMAGED"
14966415,"2 MAILBOXES WERE DESTROYED"
14966420,"BRICK HOUSE - RESIDENCE"
14966611,"CABLE BARRIER & POSTS"
14966640,"FENCE"
14966640,"STREET SIGN"
14966689,"GAS METER"
14966836,"WOODEN POLE-CABLE"
14966955,"CABLE BARRIER"
14966964,"ROCK WALL"
14966982,"DAMAGED YARD"
14967009,"CABLE BARRIER"
14967040,"HOUSE"
14967073,"STOP (SIGN / LIGHT)"
14967073,"GATE"
14967074,"BARBED WIRE FENCE"
14967078,"STREET SIGN"
14967123,"TREE $1.00"
14967146,"FENCE DAMAGE"
14967152,"DAMAGE TO CHAIN LINK FENCE"
14967183,"ROAD SIGN"
14967189,"CONCRETE CENTER WALL"
14967194,"CABLE BARRIER FENCE"
14967235,"SMALL ROCK WALL"
14967239,"IRON T POST"
14967241,"FENCE"
14967259,"CONCRETE GUARD RAILING"
14967351,"SMALL TREE"
14967374,"GAME FENCE"
14967377,"FENCE"
14967391,"GUARD RAIL"
14967500,"FENCE"
14967506,"CABLE WIRE"
14967507,"FENCE KNOCKED DOWN"
14967515,"CONCRETE MAIL BOX"
14967515,"MAIL BOX"
14967517,"LIGHT POLE"
14967521,"SIGN"
14967555,"FENCE"
14967574,"APPROX. 20FT FENCEING"
14967604,"ROAD SIGN"
14967606,"STOP SIGN"
14967642,"SIGNAL LIGHT POLE"
14967649,"ELECTRIC GATE KEY PAD"
14967649,"APPROXIMATELY 150' OF NET WIRE FENCE"
14967651,"DO NOT ENTER STREET SIGN"
14967653,"FENCE"
14967661,"50'  LOW FENCE"
14967666,"CABLE  BARRIER SYSTEM"
14967679,"WOODEN FENCE"
14967728,"FRONT PORCH OF HOME"
14967730,"FLOWER BED"
14967756,"ROAD SIGNS"
14967801,"TRAFFIC LIGHT POLE"
14967805,"CONCRETE BARRIER"
14967826,"FENCE LINE"
14967849,"CABLE BARRIER"
14967854,"""LAKE VIEW CEMETARY"" ROADSIDE SIGN"
14967862,"HWY SIGN RAN OVER"
14967881,"DAMAGED MEDIAN DIVIDER"
14967893,"UTILITY POLE DAMAGED"
14967914,"FENCE"
14967919,"CABLE FENCE"
14967922,"LIGHT POLE"
14967922,"BARBED WIRE FENCE"
14967922,"ROAD SIGN"
14967942,"BARBED WIRE FENCE"
14967967,"STREET SIGN"
14967974,"DECORATIVE WALL"
14967997,"GUARD RAIL"
14968032,"BARB-WIRE FENCE"
14968039,"CONCRETE BARRIER"
14968047,"RED BRICK WALL"
14968066,"FENCE"
14968082,"FENCE"
14968086,"100' CABLE BARRIER AND LEGS"
14968095,"10 FT FENCE"
14968116,"BRICK / IRON FENCING"
14968124,"ROAD SIGN"
14968133,"TREE"
14968149,"PHONE BOX L800"
14968149,"FENCE"
14968197,"GUIDE WIRES"
14968209,"BARBWIRE FENCE"
14968255,"GUARDRAIL"
14968274,"WRONG WAY SIGN"
14968312,"6208 LONDON BRIDE STRUCTUAL DAMAGE"
14968327,"BARBED WIRE FENCE"
14968378,"SIGNAL LIGHT POLE"
14968389,"IRON GATE"
14968396,"DAMAGED GUARDRAIL"
14968427,"DAMAGED BUILDING"
14968457,"DUMPSTER STRUCTURE"
14968466,"DAMAGE TO LIGHT POLE"
14968504,"RESIDENCE/TRAILER"
14968558,"CONCRETE RETAINING WALL"
14968620,"PROPERTY FENCE/GATE"
14968665,"CARPORT"
14968682,"MAILBOX"
14968772,"FENCE & PERSONAL PROPERTY"
14968773,"MAIL BOX"
14968773,"FENCE"
14968778,"GUARD RAIL"
14968854,"STOP SIGN"
14968854,"CAUTION SIGN"
14968859,"LIGHT POLE"
14968862,"FENCE AND POST"
14968899,"WOODEN FENCE, METAL FENCE"
14968917,"GUARDRAIL"
14968918,"LIGHT POLE AND LIGHT"
14968922,"STREET LIGHT POLE"
14968984,"TREE"
14968984,"LIGHT POST"
14968985,"POLITICAL SIGN"
14968985,"FIRE HYDRANT"
14969189,"HOUSE"
14969227,"CRASH BARRIER"
14969245,"BARBED WIRE FENCE & POSTS"
14969341,"PALM TREE"
14969403,"FENCE"
14969404,"STOP SIGN"
14969489,"FENCE"
14969489,"ELECTRIC POLE 4291686 3402817"
14969517,"TRAILER"
14969527,"CROSSING GUARD ARM"
14969527,"TRAIN LOCOMOTIVE #7078 SERIAL NO. 61224"
14969609,"BRICK MAILBOX"
14969822,"GUARDRAIL"
14969897,"FENCE"
14969897,"LIGHT POST/WIRES"
14969913,"UTILITY POLE"
14969952,"SCUFFS TO THE WALL"
14969984,"CABLE BARRIER"
14970084,"SIGNAL POLE"
14970095,"CONCRETE WALL/3FT"
14970100,"CONCRETE WALL/3FT"
14970116,"METAL FENCE"
14970116,"MAILBOX"
14970133,"3 FT PAINT TRANSFER"
14970138,"80'  BLACKTOP SURFACE OF ROADWAY"
14970202,"DAMAGED FIRE HYDRANT"
14970214,"CABLE BARRIER"
14970250,"LIGHT POLE"
14970308,"GAURDRAIL/CONCRETE BARRIER"
14970329,"SIGNAL LIGHT POLE"
14970357,"TX DOT GAURDRAIL"
14970372,"LANDSCAPING"
14970384,"BARBED WIRE FENCE"
14970477,"CHAIN LINK FENCE"
14970541,"FENCE"
14970554,"METAL FENCE"
14970563,"MAILBOX"
14970563,"ROCK CULVERT"
14970635,"FENCE POSTS AND BRAIDED CABLE"
14970638,"BROKEN GARAGE DOOR"
14970650,"FENCE STRUCTURE"
14970658,"SIGNAL LIGHT POLE"
14970677,"FENCE/GATE"
14970680,"KNOCKED OVER STOP SIGN"
14970693,"STOP SIGN"
14970729,"PIPE FENCE"
14970752,"GUARD RAIL"
14970761,"BARBED WIRE FENCE/WOODEN POST"
14970804,"PRIVATE FENCE"
14970820,"GUARDRAIL"
14970853,"PHONE BOX"
14970853,"BARBED WIRE FENCE"
14970855,"CHAIN LENGTH FENCE"
14970859,"RIDING LAWN MOWER"
14970871,"UTILITY POLE"
14970871,"BARBED WIRE FENCE & GATE"
14970880,"GUARD RAIL"
14970894,"SOUTHWESTERN BELL TELEPHONE POLE(251301)"
14970913,"LIGHT POLE"
14970928,"TELEPHONE POLE"
14970940,"ELECTRIC POLE"
14970940,"BARBED WIRE FENCE"
14970941,"RESIDENTIAL FENCE W/GATE"
14970960,"POWER LINE"
14970965,"FENCE"
14970989,"WATER MAIN"
14970989,"CULVERT"
14971000,"ROAD SIGN"
14971018,"BARRIER WALL"
14971027,"MEDIAN GUARD RAIL DAMAGE"
14971082,"RIGHT WALL / CENTER BARRIER WALL"
14971083,"GUARDRAIL ON BRIDGE"
14971093,"GUARDRAIL"
14971096,"CONCRETE BARRIER"
14971098,"CONCRETE BARRIER"
14971099,"FRONT YARD/ MAILBOX"
14971099,"ROOF DAMAGE/ HOUSE DAMAGE"
14971112,"FENCE & STEEL POSTS"
14971131,"PEDESTRIAN WALK/DON'T WALK ELECTRIC SIGN"
14971153,"CONCRETE POLE"
14971225,"GUARDRAIL"
14971268,"WOODEN FENCE"
14971268,"METAL WATER METER HOUSING"
14971268,"METAL POLE"
14971273,"POWER LINE POLE STRUCK"
14971295,"CHAINLINK FENCE"
14971315,"UTILITY POLE"
14971327,"STATE HIGHWAY SIGN - TRAFF SIGNAL AHEAD"
14971327,"FENCE AND GATE"
14971367,"FRONTAGE ROAD WALL"
14971413,"FIRE HYDRANT"
14971430,"CONCRETE BRIDGE"
14971434,"BARBED WIRE FENCING"
14971448,"CHAIN LINK FENCE"
14971495,"STOP SIGN"
14971495,"LANDSCAPING"
14971496,"AT&T BOX"
14971512,"STATE SIGN"
14971515,"MAILBOX"
14971516,"STOP SIGN, BUSINESS SIGN, AND FENCING"
14971516,"FIRE HYDRANT"
14971516,"GUARD RAIL"
14971547,"BOAT AND ENGINE"
14971547,"ONEWAY SIGN"
14971555,"CONCRETE WALL"
14971555,"SIGNAL LIGHT POST"
14971608,"IMPACT BARRIER"
14971608,"318B EXIT SIGN"
14971649,"DAMAGE TO PORCH COLUMN"
14971659,"METAL GUARD POST"
14971659,"IRON FENCE POST"
14971670,"TREE"
14971671,"MAIL BOX"
14971679,"CONCRETE POLE"
14971726,"MAILBOX"
14971726,"MAILBOX"
14971726,"POLE ASSEMBLY"
14971743,"7 WIRE CABLE POSTS"
14971759,"RED ELECTRICAL CABLES"
14971759,"NBU POLE #01224"
14971777,"HOUSE"
14971782,"FENCE"
14971811,"BARBED WIRE FENCE"
14971827,"WOOD AND METAL GUARD RAIL"
14971879,"CONCRETE BARRIER"
14971918,"BARRIER WALL"
14971928,"INTERSECTION WARNING LIGHTS"
14971928,"UTILITY POLE & STABILIZER CABLES"
14971935,"GUARDRAIL"
14971970,"GARAGE STRUCTURE"
14971970,"GARAGE STRUCTURE"
14972092,"CABLE BARRIER (1 METAL POST)"
14972100,"PERSONAL PROPERTY"
14972100,"PERSONAL PROPERTY"
14972122,"MAIL BOX"
14972227,"FENCE"
14972236,"CONCRETE POWER POLE"
14972248,"ONE WAY STREET SIGN"
14972252,"YEILD SIGN"
14972309,"WOODEN BRIDGE"
14972335,"STOP SIGN"
14972337,"METAL GUARD RAIL"
14972355,"FENCE AND POSTS"
14972373,"BARB WIRE FENCE"
14972379,"FIRE HYDRANT"
14972422,"40 FEET CHAIN LINK FENCE"
14972429,"30 FT BARB WIRE FENCE / 6 CEDAR POSTS"
14972429,"CEMENT IRRIGATION PIPE"
14972462,"ELECTRIC WIRE FENCE"
14972538,"MAILBOX"
14972575,"SIGNAL LIGHT POLE"
14972598,"DAMAGE TO FENCE AND TREE"
14972610,"PALM TREE"
14972621,"BARBWIRE FENCE"
14972625,"FENCE"
14972636,"FENCE (BRICK AND WOOD)"
14972636,"PARKING METER"
14972684,"LIGHT POLE"
14972692,"TELEPHONE POLE"
14972693,"BUILDING WALL DAMAGE"
14972702,"TXDOT SIGN"
14972736,"JERSEY BARRIER WALL"
14972741,"CONCRETE BARRIER"
14972777,"MAILBOX"
14972777,"MAILBOX"
14972876,"BARBED WIRE AND T-POST FENCE"
14972914,"GUARD RAIL"
14972919,"PAINT SCRAPES ON GUARDRAIL"
14972925,"CHAIN LINK FENCE"
14972933,"BARRIER WALL"
14972941,"CHAIN LINK FENCE"
14972947,"BROKEN MAILBOX"
14972948,"SCUFFS, SCRAPES TO BARRIER WALL"
14972948,"1 DELINEATOR POLE MISSING"
14972983,"FRONT OF RESIDENCE"
14972985,"DRIVEWAY BARRIER"
14972997,"CRATE MYRTLE AND STREET SIGN"
14973022,"WOODEN LIGHT POST"
14973070,"GUARDRAIL"
14973071,"WOODEN FOUNDATION TO BACKYARD FENCE"
14973071,"TRAFFIC CONTROL DEVICE"
14973083,"TRAFFIC CONTROL SIGN"
14973099,"TRAFFIC SIGNAL LIGHT"
14973221,"3 CABLE BARRIER POSTS"
14973351,"COMPANY SIGN"
14973366,"CABLE BARRIER"
14973448,"FENCE"
14973448,"LIGHT POLE"
14973510,"STREET LIGHT POLE"
14973513,"FENCE"
14973513,"UTILITY POLE X 2"
14973551,"DIRT YARD"
14973551,"CITY POLE #233204"
14973640,"BRICK PILLAR"
14973740,"CABLE BARRIER"
14973747,"UTILITY POLE"
14973747,"(3) TREES/ FENCE POST"
14973749,"GUARD RAIL"
14973769,"LIGHT POLE"
14973781,"CONCRETE GUARD RAIL"
14973782,"CASING VENT LINE"
14973784,"ONE WAY ROAD SIGN"
14973801,"APPROX. 100 FOOT  BARBED WIRE FENCE"
14973803,"TXDOT GUARDRAIL AND CABLE SYSTEM"
14973912,"CONCRETE BARRIER"
14973925,"100' 8' NET FENCE AND 4 T-POSTS"
14974028,"WOOD FENCE LINE"
14974038,"GUARD RAIL DAMAGE"
14974067,"75' BARB-WIRE FENCE"
14974088,"CHAIN LINK FENCE"
14974108,"TRAFFIC SIGN"
14974147,"FRONT WINDOW GLASS AND FRAME"
14974164,"CENTER CABLE"
14974203,"POWER POLE"
14974216,"CABLE BARRIER & METAL POSTS"
14974266,"BRICK MAIL BOX"
14974275,"BENT AND UPHEAVELD STOP SIGN"
14974321,"ORANGE CONSTRUCTION BARREL"
14974345,"DAMAGE FENCE"
14974376,"FENCE"
14974413,"CONCRETE BARRIER"
14974446,"BARBED WIRE FENCE"
14974456,"TRAFFIC CONTROL STOP SIGN"
14974528,"METAL AND WOODEN GUARDRAIL"
14974598,"GUIDE LINES"
14974682,"LIGHT POLE"
14974707,"MAILBOX"
14974797,"GUARD RAIL (POSSIBLE CONTACT-NO DAMAGE)"
14974802,"JERSEY BARRIER"
14974803,"SCUFFS/SCRAPES TO CONCRETE BARRIER WALL"
14974807,"INSIDE JERSEY BARRIER"
14974830,"FIRE HYDRANT #30570"
14974831,"BUSHES & GRASS"
14974831,"SCHOOL ZONE SPEED LIMIT SIGN"
14974837,"BARBED WIRE FENCE"
14974856,"DAMAGED SIGN- STAY RIGHT OF MEDIAN"
14974866,"METAL DIVIDING EXIT BARRIER"
14974931,"NONE"
14974969,"SIGN POLE"
14974983,"CONCRETE BARRIER"
14974986,"SPEED LIMIT SIGN DAMAGED"
14975038,"BRICK MAIL BOX COLUMN"
14975043,"BARBED WIRE FENCE (APPROX. 50 FT)"
14975175,"RETAINING WALL"
14975214,"UTILITY POLE"
14975233,"CENTER MEDIAN CABLE BARRIER"
14975240,"CENTER MEDIAN CABLE BARRIER"
14975269,"WOOD FENCE"
14975293,"TWO BRICK MAILBOXES"
14975322,"CONCRETE BARRIER"
14975330,"METAL CRASH ATTENUATOR"
14975502,"UTILITY POLE"
14975506,"HORSE"
14975596,"20 FEET OF WOOD FENCE"
14975596,"BRICK FENCE POST"
14975643,"BRICK MAIL BOX"
14975727,"STONE WALL-DAMAGE TO SEVERAL"
14975757,"#16 GAS PUMP & POLE(S)"
14975775,"HIGHWAY EXIT SIGN"
14975799,"175' OF BARBED WIRE FENCING"
14975821,"FENCE"
14975885,"BARBED WIRE FENCE"
14975885,"WEST SIDE OF SHED"
14975931,"LIGHT POLE (45-5)"
14975960,"WALK/DON'T WALK SIGN AND POLE"
14975960,"WROUGHT IRON FENCE"
14975965,"ELECTRONIC CROSSWALK SIGNAL"
14976088,"CENTERPOINT POLE"
14976117,"GAS METER"
14976153,"SIGN POLE"
14976155,"STONE BASE OF FENCE IN FRONT OF HOUSE"
14976234,"UTILITY POLE"
14976240,"LIGHT POLE"
14976297,"YELLOW PLASTIC BARRIER"
14976343,"WATER PIPE"
14976355,"WOODEN POST"
